"","gene.name.list"
"5677","GAPsec"
"5678","garz"
"5679","Gas41"
"5680","Gas8"
"5681","Gasp"
"5682","Gasz"
"5683","gatA"
"5684","GATAd"
"5685","GATAe"
"5686","gb"
"5687","gbb"
"5688","Gbeta13F"
"5689","Gbeta5"
"5690","Gbs-70E"
"5691","Gbs-76A"
"5692","GC1"
"5693","GC2"
"5694","GCC185"
"5695","GCC88"
"5696","gce"
"5697","GckIII"
"5698","gcl"
"5699","Gclc"
"5700","Gclm"
"5701","gcm"
"5702","Gcn2"
"5703","Gcn5"
"5704","gd"
"5705","Gdh"
"5706","Gdi"
"5707","gdl"
"5708","Ge-1"
"5709","GEFmeso"
"5710","gek"
"5711","Gel"
"5712","gem"
"5713","Gem2"
"5714","Gem3"
"5715","geminin"
"5716","Gen"
"5717","Gfat1"
"5718","Gfat2"
"5719","gfzf"
"5720","Gga"
"5721","Ggamma1"
"5722","Ggamma30A"
"5723","ghi"
"5724","Gie"
"5725","gig"
"5726","GIIIspla2"
"5727","GILT1"
"5728","GILT2"
"5729","GILT3"
"5730","Gip"
"5731","Girdin"
"5732","gish"
"5733","Git"
"5734","gk"
"5735","Gk"
"5736","gkt"
"5737","gl"
"5738","Gl"
"5739","GLaz"
"5740","GlcAT-I"
"5741","GlcAT-P"
"5742","GlcAT-S"
"5743","GlcT-1"
"5744","Gld2"
"5745","glec"
"5746","Glg1"
"5747","Gli"
"5748","glo"
"5749","glob1"
"5750","Glt"
"5751","glu"
"5752","GluRIB"
"5753","GluRIIA"
"5754","GluRIIE"
"5755","Glut1"
"5756","Glut4EF"
"5757","Glycogenin"
"5758","GlyP"
"5759","GlyS"
"5760","GM130"
"5761","Gmap"
"5762","Gmd"
"5763","Gmer"
"5764","GNBP1"
"5765","GNBP2"
"5766","GNBP3"
"5767","Gnf1"
"5768","gnu"
"5769","gny"
"5770","godzilla"
"5771","gogo"
"5772","gol"
"5773","Golgin245"
"5774","Golgin84"
"5775","Gos28"
"5776","Got1"
"5777","Gp150"
"5778","Gp210"
"5779","Gp93"
"5780","Gpa2"
"5781","Gpdh"
"5782","GPHR"
"5783","Gpi1"
"5784","Gpo-1"
"5785","gpp"
"5786","Gprk1"
"5787","Gprk2"
"5788","gprs"
"5789","Gr28b"
"5790","Gr32a"
"5791","Gr39a"
"5792","Gr43a"
"5793","Gr47b"
"5794","Gr59e"
"5795","Gr59f"
"5796","Gr61a"
"5797","Gr63a"
"5798","Gr64f"
"5799","Gr93a"
"5800","Graf"
"5801","Grasp65"
"5802","grau"
"5803","Grd"
"5804","grh"
"5805","grim"
"5806","Grip128"
"5807","Grip163"
"5808","Grip71"
"5809","Grip75"
"5810","Grip84"
"5811","grk"
"5812","grn"
"5813","gro"
"5814","grp"
"5815","grsm"
"5816","gry"
"5817","Gs1"
"5818","Gs1l"
"5819","gsb"
"5820","Gsc"
"5821","GstD1"
"5822","GstD11"
"5823","GstD4"
"5824","GstD5"
"5825","GstD6"
"5826","GstD8"
"5827","GstD9"
"5828","GstE1"
"5829","GstE11"
"5830","GstE12"
"5831","GstE13"
"5832","GstE14"
"5833","GstE3"
"5834","GstE5"
"5835","GstE6"
"5836","GstE7"
"5837","GstE8"
"5838","GstE9"
"5839","GstO1"
"5840","GstO2"
"5841","GstO3"
"5842","GstS1"
"5843","GstT1"
"5844","GstT2"
"5845","GstT3"
"5846","GstT4"
"5847","GstZ1"
"5848","GstZ2"
"5849","gt"
"5850","Gtp-bp"
"5851","Gug"
"5852","gukh"
"5853","gus"
"5854","GV1"
"5855","gw"
"5856","gwl"
"5857","GXIVsPLA2"
"5858","Gyc32E"
"5859","Gyc-89Db"
"5860","Gyk"
"5861","h"
"5862","H"
"5863","H15"
"5864","haf"
"5865","Hakai"
"5866","halo"
"5867","ham"
"5868","hang"
"5869","Haspin"
"5870","hay"
"5871","hb"
"5872","hbn"
"5873","hbs"
"5874","HBS1"
"5875","Hcf"
"5876","Hcs"
"5877","hd"
"5878","HDAC4"
"5879","HDAC6"
"5880","HdacX"
"5881","hdc"
"5882","Hdc"
"5883","heix"
"5884","Hel25E"
"5885","Hel89B"
"5886","Hem"
"5887","Hen1"
"5888","hep"
"5889","heph"
"5890","her"
"5891","HERC2"
"5892","Herp"
"5893","Hers"
"5894","Hex-A"
"5895","Hexim"
"5896","Hexo1"
"5897","hfw"
"5898","hgo"
"5899","hh"
"5900","hid"
"5901","hig"
"5902","Hil"
"5903","Him"
"5904","HIP"
"5905","Hip1"
"5906","Hip14"
"5907","HipHop"
"5908","hipk"
"5909","HIPP1"
"5910","HIP-R"
"5911","Hira"
"5912","His1:CG33801"
"5913","His1:CG33807"
"5914","His1:CG33834"
"5915","His2Av"
"5916","His2B:CG17949"
"5917","His2B:CG33868"
"5918","His3.3A"
"5919","His3.3B"
"5920","His4r"
"5921","HisCl1"
"5922","His-Psi:CR31614"
"5923","His-Psi:CR33805"
"5924","His-Psi:CR33867"
"5925","hiw"
"5926","hk"
"5927","Hk"
"5928","hkb"
"5929","Hlc"
"5930","HLH106"
"5931","HLH54F"
"5932","Hmg-2"
"5933","Hmgcr"
"5934","HmgD"
"5935","Hmgs"
"5936","HmgZ"
"5937","Hmr"
"5938","Hmt-1"
"5939","Hmt4-20"
"5940","Hmu"
"5941","Hmx"
"5942","Hnf4"
"5943","hng1"
"5944","hng2"
"5945","hng3"
"5946","Ho"
"5947","hog"
"5948","hoip"
"5949","holn1"
"5950","homer"
"5951","hop"
"5952","Hop"
"5953","how"
"5954","HP1b"
"5955","HP1c"
"5956","HP1D3csd"
"5957","HP1Lcsd"
"5958","HP4"
"5959","HP5"
"5960","HP6"
"5961","Hph"
"5962","hpo"
"5963","hppy"
"5964","Hpr1"
"5965","HPS4"
"5966","Hr38"
"5967","Hr39"
"5968","Hr4"
"5969","Hr83"
"5970","Hr96"
"5971","Hrb27C"
"5972","Hrb87F"
"5973","Hrb98DE"
"5974","Hrd3"
"5975","hrg"
"5976","Hrs"
"5977","Hs2st"
"5978","Hs3st-A"
"5979","Hs3st-B"
"5980","Hs6st"
"5981","Hsc20"
"5982","Hsc70-1"
"5983","Hsc70-3"
"5984","Hsc70-4"
"5985","Hsc70-5"
"5986","Hsc70Cb"
"5987","Hsepi"
"5988","Hsf"
"5989","Hsl"
"5990","Hsp23"
"5991","Hsp26"
"5992","Hsp27"
"5993","Hsp60"
"5994","Hsp67Ba"
"5995","Hsp68"
"5996","Hsp70Bc"
"5997","Hsp83"
"5998","HSPC300"
"5999","Hsromega"
"6000","hth"
"6001","htl"
"6002","HtrA2"
"6003","hts"
"6004","htt"
"6005","Hus1-like"
"6006","hyd"
"6007","Hydr1"
"6008","Hydr2"
"6009","hydra"
"6010","hyx"
"6011","I-2"
"6012","IA-2"
"6013","iab-4"
"6014","iab-8"
"6015","iav"
"6016","Ibf1"
"6017","Ibf2"
"6018","Ice1"
"6019","Ice2"
"6020","icln"
"6021","ico"
"6022","ics"
"6023","ida"
"6024","Ide"
"6025","Idgf2"
"6026","Idgf3"
"6027","Idgf4"
"6028","Idh"
"6029","if"
"6030","ifc"
"6031","Ih"
"6032","ihog"
"6033","ik2"
"6034","Ilk"
"6035","Ilp3"
"6036","Ilp4"
"6037","Ilp6"
"6038","IM14"
"6039","IM4"
"6040","imd"
"6041","Ime4"
"6042","Imp"
"6043","ImpE1"
"6044","ImpE2"
"6045","ImpL1"
"6046","ImpL2"
"6047","ImpL3"
"6048","inaD"
"6049","inaE"
"6050","inc"
"6051","Incenp"
"6052","ind"
"6053","Indy"
"6054","Ing3"
"6055","Ino80"
"6056","Inos"
"6057","InR"
"6058","Inr-a"
"6059","insb"
"6060","insc"
"6061","insv"
"6062","Int6"
"6063","IntS1"
"6064","IntS10"
"6065","IntS11"
"6066","IntS12"
"6067","IntS14"
"6068","IntS2"
"6069","IntS3"
"6070","IntS4"
"6071","IntS6"
"6072","IntS8"
"6073","IntS9"
"6074","inv"
"6075","Invadolysin"
"6076","Inx2"
"6077","Inx3"
"6078","Inx7"
"6079","Ip259"
"6080","IP3K1"
"6081","IP3K2"
"6082","Ipk1"
"6083","Ipk2"
"6084","iPLA2-VIA"
"6085","Ipp"
"6086","Ir21a"
"6087","Ir25a"
"6088","Ir31a"
"6089","Ir40a"
"6090","Ir41a"
"6091","Ir51a"
"6092","Ir54a"
"6093","Ir68a"
"6094","Ir76a"
"6095","Ir8a"
"6096","Irbp"
"6097","ird1"
"6098","ird5"
"6099","Ire1"
"6100","Irk3"
"6101","Irp-1A"
"6102","isopeptidase-T-3"
"6103","isoQC"
"6104","Iswi"
"6105","ItgalphaPS5"
"6106","Itgbetanu"
"6107","ITP"
"6108","Itp-r83A"
"6109","ix"
"6110","Jabba"
"6111","Jafrac1"
"6112","Jafrac2"
"6113","jagn"
"6114","janA"
"6115","janB"
"6116","jar"
"6117","Jarid2"
"6118","jb"
"6119","jbug"
"6120","jdp"
"6121","jeb"
"6122","jet"
"6123","JHDM2"
"6124","Jhe"
"6125","Jhedup"
"6126","Jheh1"
"6127","JhI-1"
"6128","JhI-21"
"6129","JhI-26"
"6130","jigr1"
"6131","JIL-1"
"6132","jim"
"6133","jing"
"6134","jnj"
"6135","Jon25Bi"
"6136","Jon25Biii"
"6137","Jon74E"
"6138","Jra"
"6139","JTBR"
"6140","jub"
"6141","jumu"
"6142","Jupiter"
"6143","jvl"
"6144","Jwa"
"6145","JYalpha"
"6146","Kal1"
"6147","Kap3"
"6148","Kap-alpha1"
"6149","Kap-alpha3"
"6150","kar"
"6151","Karl"
"6152","karr"
"6153","Karybeta3"
"6154","Kat60"
"6155","kat-60L1"
"6156","kat80"
"6157","kay"
"6158","Kaz1-ORFB"
"6159","kcc"
"6160","KCNQ"
"6161","KdelR"
"6162","Kdm2"
"6163","Kdm4A"
"6164","Kdm4B"
"6165","kdn"
"6166","Keap1"
"6167","Kebab"
"6168","kek1"
"6169","kek2"
"6170","kek5"
"6171","kek6"
"6172","kel"
"6173","ken"
"6174","kermit"
"6175","key"
"6176","KFase"
"6177","Khc"
"6178","Khc-73"
"6179","kibra"
"6180","Kif3C"
"6181","kin17"
"6182","kirre"
"6183","kis"
"6184","kkv"
"6185","kl-3"
"6186","klar"
"6187","Klc"
"6188","klg"
"6189","KLHL18"
"6190","Klp10A"
"6191","Klp31E"
"6192","Klp3A"
"6193","Klp54D"
"6194","Klp61F"
"6195","Klp64D"
"6196","Klp67A"
"6197","Klp68D"
"6198","Klp98A"
"6199","Kmn1"
"6200","Kmn2"
"6201","kn"
"6202","kni"
"6203","knk"
"6204","knrl"
"6205","koi"
"6206","koko"
"6207","kon"
"6208","Kr"
"6209","kra"
"6210","kraken"
"6211","Kr-h2"
"6212","krimp"
"6213","Krn"
"6214","KrT95D"
"6215","krz"
"6216","ksh"
"6217","ksr"
"6218","kst"
"6219","kto"
"6220","ktub"
"6221","Ku80"
"6222","Kua"
"6223","kug"
"6224","kuk"
"6225","Kul"
"6226","kune"
"6227","kuz"
"6228","kz"
"6229","L"
"6230","l(1)10Bb"
"6231","l(1)1Bi"
"6232","l(1)G0004"
"6233","l(1)G0007"
"6234","l(1)G0020"
"6235","l(1)G0045"
"6236","l(1)G0136"
"6237","l(1)G0148"
"6238","l(1)G0156"
"6239","l(1)G0193"
"6240","l(1)G0196"
"6241","l(1)G0222"
"6242","l(1)G0230"
"6243","l(1)G0232"
"6244","l(1)G0255"
"6245","l(1)G0289"
"6246","l(1)G0320"
"6247","l(1)G0334"
"6248","l(1)G0469"
"6249","l(1)sc"
"6250","l(2)01289"
"6251","l(2)03659"
"6252","l(2)05714"
"6253","l(2)06225"
"6254","l(2)06496"
"6255","l(2)08717"
"6256","l(2)09851"
"6257","l(2)34Fd"
"6258","l(2)35Bc"
"6259","l(2)35Bd"
"6260","l(2)35Be"
"6261","l(2)35Cc"
"6262","l(2)35Df"
"6263","l(2)35Di"
"6264","l(2)37Bb"
"6265","l(2)37Cb"
"6266","l(2)37Cc"
"6267","l(2)37Cd"
"6268","l(2)37Ce"
"6269","l(2)37Cg"
"6270","l(2)41Ab"
"6271","l(2)dtl"
"6272","l(2)efl"
"6273","l(2)gd1"
"6274","l(2)gl"
"6275","l(2)k01209"
"6276","l(2)k05819"
"6277","l(2)k09022"
"6278","l(2)k09913"
"6279","l(2)k10201"
"6280","l(2)k12914"
"6281","l(2)k14505"
"6282","l(2)k14710"
"6283","l(2)not"
"6284","l(2)SH0834"
"6285","l(2)tid"
"6286","l(3)01239"
"6287","l(3)02640"
"6288","l(3)03670"
"6289","l(3)04053"
"6290","l(3)05822"
"6291","l(3)07882"
"6292","l(3)72Ab"
"6293","l(3)72Dn"
"6294","l(3)72Dp"
"6295","l(3)72Dr"
"6296","l(3)73Ah"
"6297","l(3)76BDm"
"6298","l(3)76BDr"
"6299","l(3)87Df"
"6300","l(3)j2D3"
"6301","l(3)L1231"
"6302","l(3)mbt"
"6303","l(3)neo18"
"6304","l(3)neo38"
"6305","l(3)neo43"
"6306","l(3)psg2"
"6307","La"
"6308","lab"
"6309","Lac"
"6310","laccase2"
"6311","lace"
"6312","Lam"
"6313","lama"
"6314","LamC"
"6315","Lamp1"
"6316","LanA"
"6317","LanB1"
"6318","LanB2"
"6319","lap"
"6320","Lap1"
"6321","Lapsyn"
"6322","Lar"
"6323","lark"
"6324","larp"
"6325","Larp7"
"6326","Las"
"6327","Lasp"
"6328","lawc"
"6329","laza"
"6330","lbk"
"6331","LBR"
"6332","Lcch3"
"6333","Lcp9"
"6334","ldbr"
"6335","ldlCp"
"6336","lds"
"6337","lea"
"6338","Leash"
"6339","lectin-24Db"
"6340","lectin-28C"
"6341","lectin-33A"
"6342","Lerp"
"6343","Letm1"
"6344","levy"
"6345","lft"
"6346","lgs"
"6347","Lhr"
"6348","lic"
"6349","lid"
"6350","lig"
"6351","lig3"
"6352","Lig4"
"6353","ligatin"
"6354","lilli"
"6355","Lim1"
"6356","LIMK1"
"6357","lin"
"6358","lin-28"
"6359","Lin29"
"6360","lin-52"
"6361","link"
"6362","Lint-1"
"6363","Lip3"
"6364","Liprin-alpha"
"6365","Liprin-beta"
"6366","Lis-1"
"6367","Lk6"
"6368","lkb1"
"6369","LKR"
"6370","LM408"
"6371","lmd"
"6372","Lmpt"
"6373","Lnk"
"6374","lobo"
"6375","loco"
"6376","loh"
"6377","loj"
"6378","lok"
"6379","lola"
"6380","lolal"
"6381","Lon"
"6382","loqs"
"6383","lost"
"6384","lov"
"6385","lox"
"6386","Lpin"
"6387","LpR1"
"6388","LpR2"
"6389","Lpt"
"6390","lqf"
"6391","lqfR"
"6392","Lrch"
"6393","LRP1"
"6394","Lrr47"
"6395","Lrrk"
"6396","Lrt"
"6397","Lsd-1"
"6398","Lsd-2"
"6399","LSm1"
"6400","Lsm10"
"6401","Lsm11"
"6402","LSm3"
"6403","LSm7"
"6404","lsn"
"6405","Lsp1gamma"
"6406","Lst8"
"6407","lt"
"6408","ltd"
"6409","ltl"
"6410","luna"
"6411","lush"
"6412","lute"
"6413","lva"
"6414","lwr"
"6415","M1BP"
"6416","M6"
"6417","mAChR-A"
"6418","Mad"
"6419","Mad1"
"6420","mad2"
"6421","Madm"
"6422","mael"
"6423","Maf1"
"6424","maf-S"
"6425","MAGE"
"6426","Magi"
"6427","mago"
"6428","magu"
"6429","mahj"
"6430","mal"
"6431","Mal-A5"
"6432","Mal-B2"
"6433","mam"
"6434","mamo"
"6435","MAN1"
"6436","Manf"
"6437","Map205"
"6438","Map60"
"6439","MAPk-Ak2"
"6440","Mapmodulin"
"6441","Marcal1"
"6442","Marf"
"6443","mars"
"6444","mas"
"6445","mask"
"6446","Mat1"
"6447","Mat89Ba"
"6448","mats"
"6449","mav"
"6450","Max"
"6451","mbc"
"6452","MBD-like"
"6453","MBD-R2"
"6454","mbf1"
"6455","mbl"
"6456","mbm"
"6457","mbo"
"6458","Mbs"
"6459","mbt"
"6460","Mcm10"
"6461","Mcm2"
"6462","Mcm3"
"6463","Mcm5"
"6464","Mcm6"
"6465","Mcm7"
"6466","Mco1"
"6467","MCPH1"
"6468","Mcr"
"6469","m-cup"
"6470","Mdh1"
"6471","Mdh2"
"6472","mdlc"
"6473","Mdr49"
"6474","Mdr50"
"6475","mdy"
"6476","me31B"
"6477","Med"
"6478","MED1"
"6479","MED10"
"6480","MED11"
"6481","MED14"
"6482","MED15"
"6483","MED16"
"6484","MED17"
"6485","MED18"
"6486","MED19"
"6487","MED20"
"6488","MED21"
"6489","MED22"
"6490","MED23"
"6491","MED24"
"6492","MED25"
"6493","MED26"
"6494","MED27"
"6495","MED28"
"6496","MED30"
"6497","MED31"
"6498","MED4"
"6499","MED6"
"6500","MED7"
"6501","MED8"
"6502","Mef2"
"6503","mei-218"
"6504","mei-38"
"6505","mei-41"
"6506","mei-9"
"6507","Meics"
"6508","meigo"
"6509","mei-P26"
"6510","mei-S332"
"6511","Mekk1"
"6512","melt"
"6513","Meltrin"
"6514","Membrin"
"6515","Men"
"6516","Men-b"
"6517","MEP-1"
"6518","Mer"
"6519","Mes2"
"6520","Mes4"
"6521","Mes-4"
"6522","mesh"
"6523","Mesh1"
"6524","MESK2"
"6525","meso18E"
"6526","MESR3"
"6527","MESR4"
"6528","MESR6"
"6529","Met"
"6530","metl"
"6531","metro"
"6532","mew"
"6533","mex1"
"6534","mey"
"6535","Mfap1"
"6536","mfas"
"6537","Mfe2"
"6538","mfrn"
"6539","MFS10"
"6540","MFS15"
"6541","MFS16"
"6542","MFS17"
"6543","MFS18"
"6544","Mgat1"
"6545","Mgat2"
"6546","mge"
"6547","mgl"
"6548","mGluR"
"6549","mgr"
"6550","Mgstl"
"6551","Mhcl"
"6552","mi"
"6553","Mi-2"
"6554","mia"
"6555","mib1"
"6556","mib2"
"6557","Mical"
"6558","MICAL-like"
"6559","mid"
"6560","Mid1"
"6561","mil"
"6562","milt"
"6563","mim"
"6564","Mink"
"6565","mino"
"6566","mio"
"6567","Mio"
"6568","mip120"
"6569","mip130"
"6570","mip40"
"6571","miple"
"6572","miple2"
"6573","Mipp1"
"6574","Mipp2"
"6575","mira"
"6576","Miro"
"6577","mirr"
"6578","Mis12"
"6579","Mitf"
"6580","Mkk4"
"6581","Mkp3"
"6582","MKP-4"
"6583","Mkrn1"
"6584","Mlc1"
"6585","Mlc2"
"6586","Mlc-c"
"6587","mld"
"6588","mle"
"6589","Mlf"
"6590","Mlh1"
"6591","Mlp60A"
"6592","Mlp84B"
"6593","mlt"
"6594","mmd"
"6595","Mmp1"
"6596","Mms19"
"6597","mms4"
"6598","mmy"
"6599","mnb"
"6600","mnd"
"6601","Mnn1"
"6602","Mnt"
"6603","Mo25"
"6604","Mob2"
"6605","Mob3"
"6606","Mob4"
"6607","Moca-cyp"
"6608","Mocs1"
"6609","mod"
"6610","mod(r)"
"6611","modSP"
"6612","Moe"
"6613","mof"
"6614","mol"
"6615","Mon1"
"6616","mon2"
"6617","moody"
"6618","mop"
"6619","mor"
"6620","morgue"
"6621","mos"
"6622","MP1"
"6623","Mpc1"
"6624","Mpcp"
"6625","Mpp6"
"6626","Mppe"
"6627","mr"
"6628","mre11"
"6629","MRE23"
"6630","MRG15"
"6631","MrgBP"
"6632","mri"
"6633","mrj"
"6634","mrn"
"6635","mRNA-cap"
"6636","MRP"
"6637","Mrp4"
"6638","mRpL1"
"6639","mRpL10"
"6640","mRpL11"
"6641","mRpL12"
"6642","mRpL13"
"6643","mRpL14"
"6644","mRpL15"
"6645","mRpL16"
"6646","mRpL17"
"6647","mRpL18"
"6648","mRpL19"
"6649","mRpL2"
"6650","mRpL20"
"6651","mRpL21"
"6652","mRpL22"
"6653","mRpL23"
"6654","mRpL24"
"6655","mRpL27"
"6656","mRpL28"
"6657","mRpL3"
"6658","mRpL30"
"6659","mRpL32"
"6660","mRpL33"
"6661","mRpL34"
"6662","mRpL35"
"6663","mRpL36"
"6664","mRpL37"
"6665","mRpL38"
"6666","mRpL39"
"6667","mRpL4"
"6668","mRpL40"
"6669","mRpL41"
"6670","mRpL42"
"6671","mRpL43"
"6672","mRpL44"
"6673","mRpL45"
"6674","mRpL46"
"6675","mRpL47"
"6676","mRpL48"
"6677","mRpL49"
"6678","mRpL50"
"6679","mRpL51"
"6680","mRpL52"
"6681","mRpL54"
"6682","mRpL55"
"6683","mRpL9"
"6684","mRpS10"
"6685","mRpS11"
"6686","mRpS14"
"6687","mRpS16"
"6688","mRpS17"
"6689","mRpS18A"
"6690","mRpS18B"
"6691","mRpS18C"
"6692","mRpS2"
"6693","mRpS21"
"6694","mRpS22"
"6695","mRpS23"
"6696","mRpS24"
"6697","mRpS25"
"6698","mRpS26"
"6699","mRpS28"
"6700","mRpS29"
"6701","mRpS30"
"6702","mRpS31"
"6703","mRpS33"
"6704","mRpS34"
"6705","mRpS35"
"6706","mRpS5"
"6707","mRpS6"
"6708","mRpS7"
"6709","mRpS9"
"6710","mrt"
"6711","Mrtf"
"6712","ms(2)34Fe"
"6713","ms(3)72Dt"
"6714","ms(3)76Cc"
"6715","msb1l"
"6716","MSBP"
"6717","msd1"
"6718","msd5"
"6719","Msh6"
"6720","msi"
"6721","msk"
"6722","msl-1"
"6723","msl-2"
"6724","msl-3"
"6725","msn"
"6726","Msp300"
"6727","mspo"
"6728","msps"
"6729","mst"
"6730","Mst36Fa"
"6731","Mst36Fb"
"6732","Mst85C"
"6733","msta"
"6734","Mt2"
"6735","MTA1-like"
"6736","mtacp1"
"6737","Mtap"
"6738","Mtch"
"6739","mtd"
"6740","mtDNA-helicase"
"6741","mTerf3"
"6742","mTerf5"
"6743","MTF-1"
"6744","mtg"
"6745","mth"
"6746","mthl1"
"6747","mthl10"
"6748","mthl14"
"6749","mthl15"
"6750","mthl2"
"6751","mthl3"
"6752","mthl4"
"6753","mthl5"
"6754","mthl7"
"6755","Mtl"
"6756","mtm"
"6757","MtnA"
"6758","Mtor"
"6759","Mtp"
"6760","Mtpalpha"
"6761","Mtr3"
"6762","mtrm"
"6763","mts"
"6764","mtSSB"
"6765","mtt"
"6766","mTTF"
"6767","mtTFB2"
"6768","mu2"
"6769","mub"
"6770","Muc14A"
"6771","Muc30E"
"6772","Muc68Ca"
"6773","Muc96D"
"6774","mud"
"6775","Mul1"
"6776","Mulk"
"6777","Mur2B"
"6778","Mur82C"
"6779","mura"
"6780","mus101"
"6781","mus201"
"6782","mus205"
"6783","mus210"
"6784","mus301"
"6785","mus304"
"6786","mus308"
"6787","mus81"
"6788","muskelin"
"6789","mute"
"6790","mv"
"6791","Mvl"
"6792","mxc"
"6793","mxt"
"6794","Myb"
"6795","Myd88"
"6796","myo"
"6797","Myo10A"
"6798","Myo31DF"
"6799","Myo61F"
"6800","Myo95E"
"6801","MYPT-75D"
"6802","mys"
"6803","Mys45A"
"6804","Myt1"
"6805","N"
"6806","na"
"6807","NAA20"
"6808","Naa60"
"6809","Naam"
"6810","NAAT1"
"6811","Nab2"
"6812","nac"
"6813","Nacalpha"
"6814","nAChRalpha3"
"6815","nAChRalpha4"
"6816","nAChRalpha5"
"6817","nAChRalpha6"
"6818","nAChRalpha7"
"6819","nAChRbeta1"
"6820","nAChRbeta2"
"6821","nAChRbeta3"
"6822","NaCP60E"
"6823","nahoda"
"6824","Nak"
"6825","nan"
"6826","Nap1"
"6827","NaPi-T"
"6828","Nat1"
"6829","NAT1"
"6830","Nbr"
"6831","nbs"
"6832","NC2alpha"
"6833","NC2beta"
"6834","Nc73EF"
"6835","Nca"
"6836","Ncc69"
"6837","ncd"
"6838","Nckx30C"
"6839","nclb"
"6840","ncm"
"6841","Ncoa6"
"6842","nct"
"6843","ND23"
"6844","ND42"
"6845","ND75"
"6846","Ndae1"
"6847","Ndc1"
"6848","Ndc80"
"6849","Ndfip"
"6850","Ndg"
"6851","NDUFA8"
"6852","NDUFS3"
"6853","neb"
"6854","Neb-cGP"
"6855","Nedd4"
"6856","Nedd8"
"6857","nej"
"6858","Nek2"
"6859","Nelf-A"
"6860","NELF-B"
"6861","Nelf-E"
"6862","Neos"
"6863","Nep1"
"6864","Nep2"
"6865","Nep3"
"6866","nero"
"6867","nes"
"6868","nesd"
"6869","net"
"6870","NetA"
"6871","NetB"
"6872","Neu2"
"6873","neur"
"6874","Nf1"
"6875","NFAT"
"6876","NfI"
"6877","Nf-YA"
"6878","Nf-YB"
"6879","Nf-YC"
"6880","Nha2"
"6881","Nhe1"
"6882","Nhe2"
"6883","Nhe3"
"6884","NHP2"
"6885","nht"
"6886","NijC"
"6887","NimC3"
"6888","NimC4"
"6889","ninaA"
"6890","ninaB"
"6891","ninaG"
"6892","NiPp1"
"6893","Nipped-A"
"6894","Nipped-B"
"6895","Nipsnap"
"6896","NitFhit"
"6897","nito"
"6898","NK7.1"
"6899","NKAIN"
"6900","nkd"
"6901","Nle"
"6902","Nlg4"
"6903","Nlp"
"6904","nmd"
"6905","Nmd3"
"6906","Nmda1"
"6907","Nmdar2"
"6908","Nmdmc"
"6909","nmdyn-D6"
"6910","nmdyn-D7"
"6911","Nmnat"
"6912","nmo"
"6913","Nmt"
"6914","NnaD"
"6915","Nnf1a"
"6916","Nnf1b"
"6917","Nnp-1"
"6918","Noa36"
"6919","noc"
"6920","nocte"
"6921","nod"
"6922","noe"
"6923","noi"
"6924","nol"
"6925","nompC"
"6926","Non1"
"6927","Non2"
"6928","Non3"
"6929","nonA"
"6930","nonA-l"
"6931","nonC"
"6932","Nop17l"
"6933","nop5"
"6934","Nop56"
"6935","Nop60B"
"6936","nopo"
"6937","Nopp140"
"6938","norpA"
"6939","nos"
"6940","Nos"
"6941","not"
"6942","Not1"
"6943","Not10"
"6944","Not11"
"6945","Not3"
"6946","Notum"
"6947","NP15.6"
"6948","Npc1a"
"6949","Npc2a"
"6950","Npc2f"
"6951","Npc2g"
"6952","NPF"
"6953","Npl4"
"6954","Nplp1"
"6955","Nplp2"
"6956","Nrg"
"6957","Nrk"
"6958","nrm"
"6959","Nrt"
"6960","nrv1"
"6961","nrv2"
"6962","nrv3"
"6963","Nrx-IV"
"6964","Ns1"
"6965","Ns2"
"6966","Ns3"
"6967","Ns4"
"6968","Nse1"
"6969","Nse4"
"6970","Nsf2"
"6971","nsl1"
"6972","nsr"
"6973","nst"
"6974","Nsun2"
"6975","nSyb"
"6976","ntc"
"6977","Ntf-2"
"6978","Ntf-2r"
"6979","Ntmt"
"6980","NTPase"
"6981","NtR"
"6982","nub"
"6983","NUCB1"
"6984","nudC"
"6985","nudE"
"6986","nuf"
"6987","Nuf2"
"6988","Nufip"
"6989","nullo"
"6990","numb"
"6991","Nup107"
"6992","Nup133"
"6993","Nup153"
"6994","Nup154"
"6995","Nup160"
"6996","Nup205"
"6997","Nup214"
"6998","Nup358"
"6999","Nup37"
"7000","Nup43"
"7001","Nup44A"
"7002","Nup50"
"7003","Nup54"
"7004","Nup58"
"7005","Nup62"
"7006","Nup75"
"7007","Nup93-1"
"7008","Nup93-2"
"7009","Nup98-96"
"7010","Nurf-38"
"7011","nvd"
"7012","nvy"
"7013","nxf2"
"7014","Nxf3"
"7015","Nxt1"
"7016","oaf"
"7017","Oamb"
"7018","Oatp30B"
"7019","Oatp74D"
"7020","Oaz"
"7021","Obp28a"
"7022","Obp44a"
"7023","Obp56a"
"7024","Obp56d"
"7025","Obp56e"
"7026","Obp58b"
"7027","Obp59a"
"7028","Obp93a"
"7029","Obp99a"
"7030","obst-B"
"7031","obst-H"
"7032","oc"
"7033","Ocho"
"7034","ocm"
"7035","ocn"
"7036","Ocrl"
"7037","Octbeta1R"
"7038","Oda"
"7039","odd"
"7040","O-fut1"
"7041","O-fut2"
"7042","Oga"
"7043","Ogg1"
"7044","ogre"
"7045","okr"
"7046","olf186-F"
"7047","olf186-M"
"7048","olf413"
"7049","Oli"
"7050","omd"
"7051","onecut"
